# Yarn → Mojmap 成员对照表（m413 gradlew mojmapMembers 生成，勿手改）
# 过滤：仅本仓源码出现过的标识符 × 名字确实变了的成员；列=种类(M/F)	Yarn名	Mojmap名	宿主类(样本)
M	parse	parseCommand	ClientPacketListener,CommandFunction,ServerGamePacketListenerImpl
M	parse	parseDouble	WorldCoordinate,WorldCoordinates
M	parse	parseForCommands	Grammar
M	parse	parseInt	WorldCoordinate,WorldCoordinates
M	parse	parseJson	ParserUtils
M	parse	parseList	RealmsNotification
M	parse	parseLocal	ServerStatsCounter
M	parse	parseString	ServerAddress
M	parse	parseTag	TagParser
M	parse	parseText	MessageArgument$Message
M	parse	parseValue	Property
M	parse	resolve	ComponentContents
M	parse	updateForEntity	ComponentUtils
M	parse	validateElement	ResourceLookupRule
M	parseInt	getInt	Mth,WorldGenSettingsFix
M	parseInt	parseAsInt	JigsawBlockEditScreen
M	parseInt	parseCoordinate	StructureBlockEditScreen
M	parseInt	safeParse	GameRules$IntegerValue
M	parseLong	get	Settings
M	parseLong	parseSeed	StructureBlockEditScreen
M	particle	particleFromItem	TextureMapping
M	pattern	addPattern	SetBannerPatternFunction$Builder
M	period	setPeriod	TimeCheck$Builder
M	phase	id	ProtocolInfo$Unbound
M	plain	of	FormattedText
M	play	doSwitchOrReset	RealmsBrokenWorldScreen
M	play	joinWorld	WorldSelectionList$WorldListEntry
M	play	playDelayed	SoundEngine,SoundManager
M	play	playRealm	RealmsMainScreen$ServerEntry
M	play	startPlaying	MusicManager
M	playSound	emitState	TripWireHookBlock
M	playSound	makeSound	LivingEntity
M	playSound	play	InstrumentItem
M	playSound	playLocalSound	Level
M	playSound	playSeededSound	Level
M	playerTick	doTick	ServerPlayer
M	poll	pop	ChunkTaskPriorityQueue,StrictQueue
M	pool	withPool	LootTable$Builder
M	pop	popPose	PoseStack
M	populateRecipeFinder	fillCraftSlotsStackedContents	RecipeBookMenu
M	populateRecipeFinder	fillStackedContents	Inventory
M	position	getEntityPokingOutOfBlockPos	FireworkRocketItem
M	position	pos	Button$Builder
M	position	updateSize	AbstractSelectionList
M	position	updateSizeAndPosition	AbstractSelectionList
M	properties	define	TelemetryEventType$Builder
M	properties	defineAll	TelemetryEventType$Builder
M	properties	setProperties	LootItemBlockStatePropertyCondition$Builder
M	push	fixEntityWithinPistonBase	PistonMovingBlockEntity
M	push	insert	BinaryHeap
M	push	logPartialSample	SampleLogger
M	push	logSample	SampleLogger
M	push	pushPose	PoseStack
M	push	tick	BandwidthDebugMonitor
M	put	add	NarrationElementOutput
M	put	addMapping	CrudeIncrementalIntIdentityHashBiMap
M	put	append	RegistryDataCollector$ContentsCollector,TagCollector
M	put	define	ClassTreeIdRegistry
M	put	set	NbtPathArgument$NbtPath
M	put	setLayer	DataLayerStorageMap
M	put	setScore	PlayerScores
M	put	setUnchecked	DataComponentMap$Builder
M	put	with	Variant
M	putInt	putPackedUv	BufferBuilder
M	quad	putBulkData	VertexConsumer
M	query	queryVersionValue	NativeModuleLister
M	quickMove	quickMoveStack	AbstractContainerMenu
M	random	drawRandomValueTree	RandomCommand
M	random	getRandom	Direction,Rotation
M	random	getRandomDirection	Direction$Plane
M	random	withOptionalRandomSeed	LootContext$Builder
M	random	withOptionalRandomSource	LootContext$Builder
M	rangedInt	intRange	ExtraCodecs
M	rangedInt	intRangeWithMessage	ExtraCodecs
M	read	create	ItemPredicateArgument$ComponentWrapper
M	read	createFromStream	MerchantOffer
M	read	decodeTyped	TypedDataComponent$1
M	read	fromNetwork	ShapedRecipe$Serializer,ShapelessRecipe$Serializer,SimpleCookingSerializer,SmithingTransformRecipe$Serializer,SmithingTrimRecipe$Serializer
M	read	get	LazyLoadedImage
M	read	load	TagType
M	read	loadWithComponents	BlockEntity
M	read	next	JsonEventLogReader
M	read	parse	EntitySelectorParser,ItemParser$State
M	read	pumpBuffers	Channel
M	read	readAnyTag	NbtIo
M	read	readChunk	FloatSampleSource
M	read	readLegacyString	LegacyProtocolUtils
M	read	readNamedTagData	CompoundTag
M	read	readToBuffer	JOrbisAudioStream
M	read	unpack	ClientboundSetEntityDataPacket,PalettedContainer
M	readNbt	fromNbt	ServerRecipeBook
M	readNbt	load	AttributeInstance,AttributeMap,BaseCommandBlock,BaseSpawner,CommandStorage$Container,CustomBossEvents
M	readNbt	loadAdditional	BlockEntity
M	readNbt	loadAllItems	ContainerHelper
M	readNbt	loadPlayerScores	Scoreboard
M	readNbt	loadSaveData	Abilities
M	readNbt	readAdditionalSaveData	FoodData,ItemBasedSteering
M	readNbt	readTagFromDisk	DimensionDataStorage
M	readString	readAccounted	StringTag$1
M	readString	readGreedy	ResourceLocation
M	readString	readKey	TagParser
M	readString	readUtf	FriendlyByteBuf
M	recipe	addRecipe	PlayerPredicate$Builder
M	record	forJukeboxSong	SimpleSoundInstance
M	record	recordRenderCall	RenderPipeline
M	refresh	findNewPacks	PackSelectionModel
M	refresh	onOptInChanged	TelemetryEventWidget
M	refresh	rebuildAfterLanguageChange	SessionSearchTrees
M	refresh	recipesUpdated	RecipeBookComponent
M	refresh	refreshListAndLayout	RealmsMainScreen
M	refresh	refreshServerList	JoinMultiplayerScreen
M	refresh	refreshState	SwitchGrid$LabeledSwitch
M	refresh	refreshStates	SwitchGrid
M	refresh	refreshTrimmedMessages	ChatComponent
M	refresh	reload	PackSelectionScreen
M	refresh	updateCommandInfo	CommandSuggestions
M	refresh	updateFiltersAndScroll	SocialInteractionsPlayerList
M	refresh	updateRegistryTags	ReloadableServerResources
M	register	add	EntityLootSubProvider
M	register	bootStrap	EntitySelectorOptions
M	register	bootstrap	ArgumentTypeInfos
M	register	create	ChatType,EnderDragonPhase,LootContextParams
M	register	createKey	Carvers,CreativeModeTabs
M	register	familyBuilder	BlockFamilies
M	register	generate	PropertyDispatch$C1,PropertyDispatch$C2,PropertyDispatch$C3,PropertyDispatch$C4,PropertyDispatch$C5
M	register	generateFlatItem	ItemModelGenerators
M	register	handleRegistration	SoundManager$Preparations
M	register	loadPacks	RepositorySource
M	register	makeCustomStat	Stats
M	register	putForced	TextureMapping
M	register	putValue	PropertyDispatch
M	register	registerBiomeNoises	NoiseData
M	register	registerBlock	Items
M	register	registerCustomOverworldPreset	WorldPresets$Bootstrap
M	register	registerGeneric	ItemProperties
M	register	registerItem	Items
M	register	registerJmxMonitoring	MinecraftServerStatistics
M	register	registerSerializer	EntityDataSerializers
M	register	run	BlockModelGenerators,ItemModelGenerators
M	register	select	PropertyDispatch$C1,PropertyDispatch$C2,PropertyDispatch$C3,PropertyDispatch$C4,PropertyDispatch$C5
M	register	setFullContextPieceId	StructurePieceType
M	register	setPieceId	StructurePieceType
M	register	setTemplatePieceId	StructurePieceType
M	relative	align	LayoutSettings
M	release	close	Program
M	release	destroy	FreeTypeUtil
M	release	releaseChannel	Library
M	release	releaseGeneration	GeneratingChunkMap
M	reload	allChanged	LevelRenderer
M	reload	apply	FontManager,SoundManager$Preparations
M	reload	createEntityRenderers	BlockEntityRenderers
M	reload	createReload	ReloadableResourceManager
M	reload	loadResources	ReloadableServerResources
M	reload	onResourceManagerReload	ResourceManagerReloadListener
M	reload	prepare	FoliageColorReloadListener
M	reload	reset	PeriodicNotificationManager$NotificationTask
M	reload	scheduleLoad	AtlasSet
M	reload	setupCollections	ClientRecipeBook
M	reload	startReload	DownloadedPackSource,ResourceLoadStateTracker
M	rem	removeBit	SpatialLongSet$InternalMap
M	remove	clearOrCountMatchingItems	ContainerHelper,Inventory
M	remove	createRemovePacket	ClientboundBossEventPacket
M	remove	dequeue	LeveledPriorityQueue
M	remove	ignorePending	LastSeenMessagesTracker
M	remove	onDeactivated	EnchantmentLocationBasedEffect
M	remove	onRemove	EntityInLevelCallback
M	remove	popPack	DownloadedPackSource,ServerPackManager
M	remove	release	ChunkTaskPriorityQueue
M	remove	removeCooldown	ItemCooldowns
M	remove	removeGoal	GoalSelector
M	remove	removeIf	ItemEnchantments$Mutable
M	remove	removeInternal	SortedArraySet
M	remove	removeItem	RealmsServerList
M	remove	removePlayer	PlayerMap
M	remove	removeTicket	TickingTracker
M	remove	removeTimedToast	Tutorial
M	remove	removeWidget	Screen
M	removeIf	removeAll	SpriteSource$Output
M	removeItem	removeItemType	SimpleContainer
M	removeListener	removeSlotListener	AbstractContainerMenu
M	removeListener	unregister	GameEventListenerRegistry
M	render	coloredCutoutModelCopyLayerRender	RenderLayer
M	render	doRender	BeeDebugRenderer
M	render	draw	RowButton
M	render	drawButtonsInRow	RowButton
M	render	drawChart	AbstractDebugChart
M	render	drawContents	AdvancementTab
M	render	drawForRowAt	RowButton
M	render	drawNotificationCounter	RealmsMainScreen$NotificationButton
M	render	process	PostChain,PostPass
M	render	refreshTooltipForNextRenderPass	WidgetTooltipHolder
M	render	renderByItem	BlockEntityWithoutLevelRenderer
M	render	renderEntityInSpawner	SpawnerRenderer
M	render	renderInner	DisplayRenderer
M	render	renderLevel	LevelRenderer
M	render	renderModel	ModelBlockRenderer
M	render	renderSignWithText	SignRenderer
M	render	renderStat	StatsScreen$ItemStatisticsList$ItemRow
M	render	renderToBuffer	Model
M	render	renderTooltip	SpectatorGui
M	render	renderTooltipBackground	TooltipRenderUtil
M	render	runTick	Minecraft
M	render	setupAndRender	BlockEntityRenderDispatcher
M	render	setupColor	FogRenderer
M	render	tesselate	LiquidBlockRenderer
M	render	tesselateBlock	ModelBlockRenderer
M	renderInGameBackground	renderTransparentBackground	Screen
M	renderItem	render	ItemRenderer
M	renderItem	renderArmWithItem	ItemInHandLayer
M	renderItem	renderHandsWithItems	ItemInHandRenderer
M	renderItem	renderStatic	ItemRenderer
M	renderTooltip	renderToolTip	MerchantScreen$TradeOfferButton
M	replace	set	ServerList
M	replace	setBlock	TreeDecorator$Context
M	replace	setSlots	LootCommand
M	replace	takeLiquid	DispenseItemBehavior$14
M	replace	updateOrDestroy	Block
M	request	callRealmsClient	RealmsMainScreen
M	require	getAttributeInstance	AttributeSupplier
M	require	required	LootContextParamSet$Builder
M	requires	requiredFeatures	BlockBehaviour$Properties,EntityType$Builder,Item$Properties,MobEffect,Potion
M	reset	blockUntilClear	SectionRenderDispatcher
M	reset	clear	DebugRenderer,GhostRecipe
M	reset	discard	ByteBufferBuilder
M	reset	discardAll	SectionBufferBuilderPack
M	reset	initVisuals	RecipeBookComponent
M	reset	invalidateAll	BlockTintCache
M	reset	invalidateForChunk	BlockTintCache
M	reset	refresh	SubtitleOverlay$Subtitle
M	reset	release	KeyMapping
M	reset	rescaleChat	ChatComponent
M	reset	resetData	GameRenderer
M	reset	resetFlameCount	DragonSittingFlamingPhase
M	reset	resetGameTestInfo	TestCommand
M	reset	resetWarnings	GpuWarnlistManager
M	reset	revoke	CriterionProgress
M	reset	revokeProgress	AdvancementProgress
M	reset	updateScreenAndTick	Minecraft
M	resetAll	clear	RandomSequences
M	resetAll	reset	DataFetcher$Subscription
M	resistance	explosionResistance	BlockBehaviour$Properties
M	resize	grow	CrudeIncrementalIntIdentityHashBiMap
M	resolve	build	TagEntry
M	resolve	cachedFilePath	HttpUtil
M	resolve	file	PackOutput$PathProvider
M	resolve	getLevelPath	LevelStorageSource
M	resolve	resolveAddress	ServerNameResolver
M	resolve	resolveBookComponents	WrittenBookItem
M	resolve	resolvePage	WrittenBookContent
M	resolveAll	build	TagLoader
M	reverse	copyAndReverse	VanillaPackResourcesBuilder
M	run	afterSpawn	NaturalSpawner$SpawnState
M	run	apply	ChunkStep,GateBehavior$RunningPolicy
M	run	doTask	SectionRenderDispatcher$RenderSection$CompileTask
M	run	execute	ChannelAccess$ChannelHandle,ContainerLevelAccess
M	run	generateUpdate	HashCache
M	run	ifStarted	AnimationState
M	run	runCommandQueue	ExecutionContext
M	run	runUntilWait	ChunkGenerationTask
M	run	start	Behavior
M	run	submitTask	IOWorker
M	run	tick	DragonRespawnAnimation
M	run	tryTrigger	BehaviorBuilder$TriggerWithResult
M	run	update	DataFetcher$SubscribedTask
M	run	updateIfNeeded	DataFetcher$Task
M	runAll	tick	DataFetcher$Subscription
M	s2c	clientboundProtocol	ProtocolInfoBuilder
M	s2c	createClientbound	CommonPacketTypes,ConfigurationPacketTypes,CookiePacketTypes,GamePacketTypes,LoginPacketTypes,PingPacketTypes
M	sanitize	cleanName	ChatFormatting
M	sanitize	validateName	AnvilMenu
M	save	autoSave	PersistentEntitySectionManager
M	save	dumpContents	Dumpable
M	save	log	QuickPlayLog
M	save	modifyLevelDataWithoutDatafix	LevelStorageSource$LevelStorageAccess
M	save	renameLevel	LevelStorageSource$LevelStorageAccess
M	save	saveAllChunks	ChunkMap,MinecraftServer
M	save	saveChunkIfNeeded	ChunkMap
M	save	saveLevelData	LevelStorageSource$LevelStorageAccess
M	save	saveProfilingTaskExecutionResult	MetricsPersister
M	save	saveResults	ProfileResults
M	save	writeColumn	SectionStorage
M	scale	getHeightAtRadius	LargeDripstoneFeature$LargeDripstone
M	scale	mulComponentWise	MatrixUtil
M	scale	offsetScale	ModelPart
M	scale	scaleMap	MapItem
M	scan	parse	NbtIo
M	scroll	cycle	CommandSuggestions$SuggestionsList
M	scroll	scrollChat	ChatComponent
M	search	refreshSearchResults	CreativeModeInventoryScreen
M	search	searchPlainText	IdSearchTree
M	search	searchResourceLocation	IdSearchTree
M	send	schedule	SectionRenderDispatcher
M	send	sendEvent	AggregatedTelemetryEvent
M	send	sendToPlayer	OutgoingChatMessage
M	send	sendWhen	ClientCommonPacketListenerImpl
M	send	tell	ProcessorHandle
M	sendContentUpdates	broadcastChanges	AbstractContainerMenu
M	set	addCooldown	ItemCooldowns
M	set	addMapping	IdMapper,StructureTemplate$SimplePalette
M	set	fill	DiscreteVoxelShape
M	set	fillUpdateBounds	BitSetDiscreteVoxelShape
M	set	logFullSample	SampleLogger
M	set	logRemoteSample	DebugScreenOverlay
M	set	put	CommandStorage$Container,Dictionary
M	set	putValue	Condition$TerminalCondition
M	set	replace	ClientChunkCache$Storage,ServerList
M	set	setEnchantments	EnchantmentHelper
M	set	setFlag	ChainModifiers
M	set	setFromArgument	GameRules$Value
M	set	setHeight	Heightmap
M	set	setMat2x2	AbstractUniform
M	set	setMat2x3	AbstractUniform
M	set	setMat2x4	AbstractUniform
M	set	setMat3x3	AbstractUniform
M	set	setMat3x4	AbstractUniform
M	set	setMat4x4	AbstractUniform
M	set	setStoredLevel	LayerLightSectionStorage
M	set	setTag	NbtPathArgument$Node
M	set	setValue	SynchedEntityData$DataItem
M	set	setVector	FreeTypeUtil
M	set	setWithOffset	BlockPos$MutableBlockPos
M	set	term	Condition$TerminalCondition
M	set	update	CustomData,Settings$MutableValue
M	set	write	SimpleRegionStorage
M	setBlock	next	StructurePiece$BlockSelector
M	setBlockState	place	BlockInput
M	setBlockState	setBlock	Feature,GameTestHelper,LevelWriter
M	setBlockState	setBlockAndUpdate	Level
M	setChunkForced	updateChunkForced	ChunkSource,DistanceManager
M	setColor	applyDyes	DyedItemColor
M	setColor	setPixelRGBA	NativeImage
M	setDrawsBackground	setBordered	EditBox
M	setFocused	applyFocus	ComponentPath
M	setLevel	setTicketLevel	ChunkHolder
M	setLevel	updateChunkScheduling	ChunkMap,DistanceManager
M	setMaxLength	setCharacterLimit	MultiLineEditBox,MultilineTextField
M	setNbt	setData	DataAccessor
M	setNbt	write	ChunkStorage
M	setParents	resolveParents	UnbakedModel
M	setPlaceholder	setHint	EditBox
M	setScreen	closeAndSetScreen	AccessibilityOnboardingScreen
M	setStack	setByPlayer	Slot
M	setStack	setItem	Container,ItemEntity
M	setStack	setPickupItemStack	AbstractArrow
M	setStack	setTheItem	ContainerSingleItem
M	setText	setChatLine	ChatScreen
M	setText	setValue	EditBox,MultiLineEditBox,MultilineTextField
M	setTextColor	setColor	AbstractStringWidget,StringWidget
M	setValue	assignCap	GameRules
M	setValue	bindValue	Holder$Reference
M	setValue	set	OptionInstance
M	setValue	setFrom	GameRules$Value
M	setWorld	setLevel	BlockEntity,BlockEntityRenderDispatcher,Entity,EntityRenderDispatcher,LevelRenderer,ParticleEngine
M	setWorld	setWorldData	QuickPlayLog
M	setWorld	updateLevelInEngines	Minecraft
M	setY	adjustPositionHeight	ShipwreckPieces$ShipwreckPiece
M	shift	offsetPiecesVertically	StructurePiecesBuilder
M	show	addOrUpdate	RecipeToast,SystemToast
M	show	handleNewLevels	WorldSelectionList
M	show	showSuggestions	CommandSuggestions
M	shrink	contract	AABB
M	side	flow	ProtocolInfo$Unbound
M	size	count	EntityLookup,HashCache$ProviderCache
M	size	getContainerSize	Container
M	size	getCount	ContainerData
M	slot	forSlot	SetAttributesFunction$ModifierBuilder
M	sort	depthFirstSearch	Graph
M	sort	sortAndDeduplicateKeyframes	Timeline
M	sort	sortByKeyIfNeeded	GsonHelper
M	sort	sortBySelectionPriority	SinglePoolElement
M	sounds	sound	BlockBehaviour$Properties
M	spawnParticles	makeParticle	Arrow,LeverBlock
M	spawnParticles	playAnimation	DefaultDispenseItemBehavior
M	spawnParticles	sendParticles	ServerLevel
M	spawnParticles	spawnParticlesOnBlockFace	ParticleUtils
M	split	at	PositionalRandomFactory
M	split	decomposePath	FileUtil
M	split	fork	RandomSource
M	split	fromHashOf	PositionalRandomFactory
M	split	fromSeed	PositionalRandomFactory
M	split	limit	EquipmentSlot
M	split	xor	RandomSupport$Seed128bit
M	start	absorbRaidOmen	Raid
M	start	add	GameTestTicker
M	start	beforeTick	MetricsRegistry$AggregatedMetricSampler
M	start	create	SimpleReloadInstance
M	start	loadLibrary	SoundEngine
M	start	onPlayerInfoReceived	WorldUnloadEvent
M	start	onStartTick	MetricSampler
M	start	openWorld	WorldOpenFlows
M	start	openWorldCheckDiskSpace	WorldOpenFlows
M	start	openWorldCheckVersionCompatibility	WorldOpenFlows
M	start	openWorldDoLoad	WorldOpenFlows
M	start	openWorldLoadBundledResourcePack	WorldOpenFlows
M	start	openWorldLoadLevelData	WorldOpenFlows
M	start	openWorldLoadLevelStem	WorldOpenFlows
M	start	run	TestCommand$Runner,TestFunction
M	start	showToast	BundleTutorial
M	start	startTest	GameTestInfo
M	start	trackAndStartRunner	TestCommand
M	start	updateSpawnPos	ChunkProgressListener
M	start	visitRootEntry	StreamTagVisitor
M	stat	addStat	PlayerPredicate$Builder
M	state	setProperties	BlockPredicate$Builder,FluidPredicate$Builder
M	step	advance	Cursor3D
M	step	generationStep	Structure$StructureSettings$Builder
M	step	stepGameIfPaused	ServerTickRateManager
M	step	tick	TickRateManager
M	step	tickLid	ChestLidController
M	stop	close	MinecraftServerGui,StatsComponent
M	stop	destroy	Minecraft,SoundEngine
M	stop	dispose	SectionRenderDispatcher
M	stop	doStop	BehaviorControl
M	stop	end	MetricsRecorder
M	stop	finish	GlobalTestReporter
M	stop	halt	MinecraftServer
M	stop	onFinished	MetricSampler
M	stop	recordingStopped	SummaryReporter
M	stop	shutdown	ScreenManager
M	stop	stopPlaying	MusicManager
M	stop	stopTests	TestCommand
M	stop	tryToSit	Panda
M	store	applyUpdate	HashCache
M	store	forceSave	DedicatedServerSettings
M	store	registerTexture	SkinManager$TextureCache
M	stream	aroundChunk	SectionPos
M	stream	betweenClosedStream	BlockPos,SectionPos
M	stream	cube	SectionPos
M	stream	find	NearestVisibleLivingEntities
M	stream	getAllValues	Property
M	stream	getContents	ContainerComponentManipulator
M	stream	getEntities	ChunkEntities,EntitySection
M	stream	getPages	WritableBookContent
M	stream	itemCopyStream	BundleContents
M	stream	ordered	PotDecorations
M	stream	outFromOrigin	Mth
M	stream	ownedNetworkableRegistries	RegistrySynchronization
M	stream	rangeClosed	ChunkPos
M	stream	streamAllTabs	CreativeModeTabs
M	stream	toGameTestInfo	TestCommand
M	stream	toGameTestInfos	TestCommand
M	stream	values	BlockSetType,LootDataType,WoodType
M	string	from	NarrationThunk
M	string	stringUtf8	ByteBufCodecs
M	string	word	StringReaderTerms
M	strip	stripFormatting	ChatFormatting
M	succeed	returnSuccess	Frame
M	success	delayCyclesAfterSuccess	RepeatedDelayStrategy
M	success	sidedSuccess	InteractionResult,InteractionResultHolder,ItemInteractionResult
M	supply	point	BehaviorBuilder$Instance
M	symbol	named	Term
M	sync	flush	RegionFile,RegionFileStorage
M	tag	of	BlockPredicate$Builder,FluidPredicate$Builder,ItemPredicate$Builder
M	takeStack	remove	Slot
M	taken	takenDamage	DamagePredicate$Builder
M	target	setOutputState	RenderType$CompositeState$CompositeStateBuilder
M	target	setResolutionContext	SetLoreFunction$Builder
M	test	canRun	LootPoolEntryContainer
M	test	canSpawn	NaturalSpawner$SpawnState
M	test	compute	SurfaceRules$LazyCondition
M	test	containedIn	EnchantmentPredicate
M	test	exists	PoiManager,PoiSection
M	test	isTemptation	TemptingSensor
M	test	match	StatePropertiesPredicate$PropertyMatcher,StatePropertiesPredicate$ValueMatcher
M	test	matches	AnyBlockInteractionTrigger$TriggerInstance,BeeNestDestroyedTrigger$TriggerInstance,BlockPredicate,ConditionalEffect,ContextAwarePredicate,DamagePredicate
M	test	playerHoldingTemptation	TemptingSensor
M	text	createPlainTextComponent	ComponentDataFixUtils
M	text	createTextComponentJson	ComponentDataFixUtils
M	text	from	NarrationThunk
M	text	rewriteFromLenient	ComponentDataFixUtils
M	text	textComponent	ComponentArgument
M	texture	backgroundTexture	CreativeModeTab$Builder
M	texture	defaultTexture	TextureMapping
M	texture	setTextureState	RenderType$CompositeState$CompositeStateBuilder
M	texture	setUv	VertexConsumer
M	texture	sprite	SpriteIconButton$Builder
M	textures	updateTextures	TexturedModel
M	then	step	ChunkPyramid$Builder
M	tick	animation	SkullBlockEntity
M	tick	bookAnimationTick	EnchantingTableBlockEntity
M	tick	clientTick	BodyRotationControl
M	tick	handleAccumulatedMovement	MouseHandler
M	tick	load	ProtoChunkTicks
M	tick	loadTickList	SavedTick
M	tick	onLookAt	Tutorial
M	tick	processPortalTeleportation	PortalProcessor
M	tick	recheckOpen	BarrelBlockEntity
M	tick	runCollectedTicks	LevelTicks
M	tick	scheduleTick	ChannelAccess
M	tick	sendChanges	ServerEntity
M	tick	serverTick	AbstractFurnaceBlockEntity,BrewingStandBlockEntity,SculkCatalystBlockEntity
M	tick	tickAndGetNext	TrialSpawnerState
M	tick	tickAndUpload	SpriteTicker,TextureAtlasSprite$Ticker
M	tick	tickEntity	DaylightDetectorBlock
M	tick	tickNonPaused	SoundEngine
M	tick	tickOrStop	BehaviorControl
M	tick	tickServer	MinecraftServer
M	tick	tryScheduleUpdate	ThreadedLevelLightEngine
M	tick	update	PlayerTabOverlay$HealthState
M	tick	updateActivity	PiglinBruteAi
M	tick	updateCursors	SculkSpreader
M	tick	updatePauseState	DeltaTracker$Timer
M	tick	updateProgress	Tutorial$TimedToast
M	tick	updateStatus	BeaconScreen$BeaconButton
M	tick	updateStream	Channel
M	to	changedDimensionTo	ChangeDimensionTrigger$TriggerInstance
M	toCollection	collection	ByteBufCodecs
M	toList	build	StructurePiecesBuilder
M	toList	dump	DebugBuffer
M	toList	getCallingPlayerAsCollection	PlaySoundCommand
M	toList	list	ByteBufCodecs
M	toList	loggedChatEvents	ChatLog
M	toLong	asLong	ChunkPos,SectionPos
M	toLong	quantizeCoord	Climate
M	toLowerCase	lowercaseVariant	ModelResourceLocation
M	toString	format	JfrResultJsonSerializer
M	toString	getBeeUuidsAsString	BeeDebugRenderer
M	toString	getKeyForUser	StoredUserList
M	toString	stringify	MacroFunction
M	toggle	keyboardSelection	TransferableSelectionList$PackEntry
M	toggle	toggleReport	ChatSelectionScreen$ChatSelectionList$MessageEntry
M	toggle	toggleSelection	PackSelectionModel$EntryBase
M	tooltip	withInfo	SwitchGrid$SwitchBuilder
M	tooltip	withTooltip	CycleButton$Builder
M	trade	notifyTrade	Merchant
M	transfer	addItem	HopperBlockEntity
M	transfer	moveItemsBetweenStacks	SimpleContainer
M	transfer	tryMoveInItem	HopperBlockEntity
M	transform	calculateRelativePosition	StructureTemplate
M	transform	fix	EntityRenameFix,NamedEntityFix,NamedEntityWriteReadFix
M	transform	getNewNameAndTag	SimpleEntityRenameFix
M	transform	rotate	Direction
M	transform	write	ChunkPalettedStorageFix$Section,ChunkPalettedStorageFix$UpgradeChunk
M	translate	createTranslatableComponent	ComponentDataFixUtils
M	translate	get	I18n
M	translate	getBlock	BlockPattern$BlockPatternMatch
M	translate	move	StructurePiece
M	translate	offsetPos	ModelPart
M	translate	translateAndRotate	BlockPattern
M	translate	translateToHead	CustomHeadLayer
M	trim	clipText	StringWidget
M	tryParse	parseTag	ParticleUnflatteningFix
M	tryParse	tryBuild	ResourceLocation
M	tryTakeStackRange	tryRemove	Slot
M	tuple	composite	StreamCodec
M	type	entityType	EntityPredicate$Builder
M	type	of	EntityPredicate$Builder
M	type	setParamSet	LootTable$Builder
M	up	above	BlockPos,Vec3i
M	update	calculateState	TripWireHookBlock
M	update	checkAndFlip	CopperBulbBlock
M	update	convertToIntRange	OptionsMenuBlurrinessFix
M	update	dataFix	Options
M	update	fix	AreaEffectCloudPotionFix
M	update	fixAdvancements	CriteriaRenameFix
M	update	fixMapSavedData	MapBannerBlockPosFormatFix
M	update	followPlayer	LookAndFollowTradingPlayerSink
M	update	onChanged	WorldCreationUiState
M	update	processOnePosition	WorldUpgrader$AbstractUpgrader
M	update	processRecords	AbstractPoiSectionFix
M	update	readColumn	SectionStorage
M	update	recheckStatus	CombatTracker
M	update	refreshEntry	KeyBindsList$Entry
M	update	refreshOutputState	ComparatorBlock
M	update	refreshStatus	ServerSelectionList$OnlineServerEntry
M	update	resetMappingAndUpdateButtons	KeyBindsList
M	update	runAllUpdates	DistanceManager,PoiManager$DistanceTracker
M	update	runDistanceUpdates	DistanceManager$ChunkTicketTracker
M	update	runNext	CollectingNeighborUpdater$NeighborUpdates
M	update	sendScoreToPlayers	Scoreboard$1
M	update	setif	WoodlandMansionPieces$SimpleGrid
M	update	setup	Camera
M	update	tick	FoodData,ItemCooldowns,MobEffectInstance,MobEffectInstance$BlendState,RecipeBookComponent,ServerPackManager
M	update	tickAndGetNext	VaultState
M	update	tickCarriedBy	MapItemSavedData
M	update	tryAbsorbWater	SpongeBlock
M	update	tryProcessOnePosition	WorldUpgrader$AbstractUpgrader
M	update	updateChunkTag	BlendingDataFix
M	update	updateColumn	BubbleColumnBlock
M	update	updateEntity	EntityProjectileOwnerFix
M	update	updateInDirectory	SnbtDatafixer
M	update	updateLightTexture	LightTexture
M	update	updatePickup	AbstractArrowPickupFix
M	update	updatePlayerList	SocialInteractionsPlayerList
M	update	updatePowerStrength	RedStoneWireBlock
M	update	updateProjectiles	AbstractArrowPickupFix
M	update	updateSignature	PlayerChatMessage,SignedMessageBody,SignedMessageLink
M	update	updateSource	TripWireBlock
M	update	updateTime	AnimationState
M	update	updateToCurrentVersion	DataFixTypes
M	update	upgrade	WorldUpgrader$AbstractUpgrader
M	update	upgradeChunkTag	SimpleRegionStorage
M	updateListeners	markUpdated	CampfireBlockEntity,SignBlockEntity,TrialSpawner,TrialSpawner$StateAccessor
M	updateListeners	sendBlockUpdated	Level
M	upgrade	update	MobEffectInstance
M	use	handleInteraction	DebugStickItem
M	use	increaseUses	MerchantOffer
M	use	retrieve	FishingHook
M	use	selectItem	SpectatorMenuItem
M	useAmbientOcclusion	hasAmbientOcclusion	BlockModel
M	useOnBlock	useOn	Item,ItemStack
M	useOnEntity	interactLivingEntity	Item,ItemStack
M	uv	texOffs	CubeListBuilder
M	validateTicker	createFurnaceTicker	AbstractFurnaceBlock
M	validateTicker	createTickerHelper	BaseEntityBlock
M	values	getEntries	StoredUserList
M	values	getRecipes	RecipeManager
M	values	withValues	CycleButton$Builder
M	vertex	addVertex	VertexConsumer
M	warn	tryRespond	SculkShriekerBlockEntity
M	warn	warnWithFallback	SummaryReporter
M	wasPressed	consumeClick	KeyMapping
